"Are you sure you want to delete this user?";"Are you sure you want to delete this user?"
"Remove User";"Remove User"

"Edit Member";"Edit Member"
"You can change the details of this member's account here.";"You can change the details of this member's account here."

"Enabled?";"Enabled?"
"Verified?";"Verified?"
"Approved";"Approved"
"Not Approved";"Not Approved"
"Search";"Search"

"Friendship Settings";"Friendship Settings"
"USER_FORM_ADMIN_SETTINGS_FRIENDS_DESCRIPTION";"Facilitating relationships between members is essential to building a successful social network. There are several different types of connections that can exist between members. Use this page to determine how members will associate with each other. Note that although we refer to these relationships as ""friendships"" in this control panel, you should use a word that best fits with your social network's theme. For example, if you are running a business-oriented social network, you may want to change this word to ""connections""."

"Who Can Become Friends";"Who Can Become Friends"
"USER_FORM_ADMIN_SETTINGS_ELIGIBLE_DESCRIPTION";"Do you want to enable user friendship functionality on your website? Note that if you select ""no"", none of the other settings on this page will apply."

"All Members";"All Members"
"Only members in their networks";"Only members in their networks"
"No one";"No one"
"Friendship Direction";"Friendship Direction"
"USER_FORM_ADMIN_SETTINGS_DIRECTION_DESCRIPTION";"Your social network can allow either one-way or two-way friendships. The default setting is two-way friendships as this is typical for most social networks. One-way friendships mean that when MemberA adds MemberB, MemberB will appear on MemberA's friend list but NOT the reverse."
"Two-way Friendships";"Two-way Friendships"
"One-way Friendships";"One-way Friendships"

"Friendship Verification";"Friendship Verification"
"USER_FORM_ADMIN_SETTINGS_VERIFICATION_DESCRIPTION";"Your social network can allow either verified or unverified friendship requests. The default setting is verified friendship requests as this is typical for most social networks. Unverified friendship requests mean that when MemberA adds MemberB as a friend, MemberA and MemberB will immediately become friends without any confirmation."
"Verified Friendships";"Verified Friendships"
"Unverified Friendships";"Unverified Friendships"

"Friend Lists";"Friend Lists"
"USER_FORM_ADMIN_SETTINGS_LISTS_DESCRIPTION";"Using friend lists, your members can organize their friends under various labels that they create. They can then use these lists to send messages to multiple friends and customize their privacy settings."
"Yes, users can group their friends into lists";"Yes, users can group their friends into lists"
"No, do not allow friend lists";"No, do not allow friend lists"
"Specify what privacy options will be available to members in this level.";"Specify what privacy options will be available to members in this level."

"Allow Blocking Other Members";"Allow Blocking Other Members"
"USER_FORM_ADMIN_SETTINGS_LEVEL_BLOCK_DESCRIPTION";"If set to ""yes"", members can block other members from sending them private messages, requesting their friendship, and viewing their profile. This helps fight spam and network abuse."
"Can this member level be blocked?";"Can this member level be blocked?"
"USER_FORM_ADMIN_SETTINGS_MEMBERLEVEL_BLOCK_DESCRIPTION";"Do you want to allow other users to block members of this member level? If you choose No, then members of this member level can not be blocked by any member on your site. You can use this feature to disable blocking of admins, super admins, moderators, of any other member level as per your requirements."
"Profile Viewing Options";"Profile Viewing Options"
"USER_FORM_ADMIN_SETTINGS_LEVEL_AUTHVIEW_DESCRIPTION";"Your members can choose from any of the options checked below when they decide who can see their profile. If you do not check any options, settings will default to the last saved configuration. If you select only one option, members of this level will not have a choice."

"Profile Commenting Options";"Profile Posting Options"
"USER_FORM_ADMIN_SETTINGS_LEVEL_AUTHCOMMENT_DESCRIPTION";"Your members can choose from any of the options checked below when they decide who can post on their profile. If you do not check any options, settings will default to the last saved configuration. If you select only one option, members of this level will not have a choice."
"Allow username changes?";"Allow username changes?"
"USER_FORM_ADMIN_SETTINGS_LEVEL_USERNAME_DESCRIPTION";"If set to ""yes"", members will have the option of changing their username. If usernames are not enabled, this setting has no effect."

"Allow messaging?";"Allow messaging?"
"USER_FORM_ADMIN_SETTINGS_LEVEL_MESSAGESAUTH_DESCRIPTION";"Do you want to allow members to message each other?"
"Disable messaging";"Disable messaging"

"Use editor for messaging?";"Use editor for messaging?"
"USER_FORM_ADMIN_SETTINGS_LEVEL_MESSAGEEDITOR_DESCRIPTION";"You can choose to use an editor to help format and add media to your messages or use the default plain textbox with buttons to add media and share when allowed."
"Editor";"Editor"
"Plain Text";"Plain Text"

"Allow account deletion?";"Allow account deletion?"
"If set to ""yes"", members will have the option of deleting their accounts.";"If set to ""yes"", members will have the option of deleting their accounts."

"Enable Profile Address?";"Enable Profile Address?"
"USER_FORM_ADMIN_SIGNUP_USERNAME_DESCRIPTION";"If you have selected YES, members will be given the option of choosing a unique username. If you have selected NO, their user id will be used in the URL instead. This username is also their username which is displayed in the Manage Members section for each user."
"Yes, allow members to choose a username.";"Yes, allow members to choose a username."
"No, do not allow username.";"No, do not allow username."

"Auto-approve Members";"Auto-approve Members"
"USER_FORM_ADMIN_SIGNUP_APPROVE_DESCRIPTION";"If you have selected YES, members will automatically be enabled when they signup. If you have selected NO, you will need to manually enable members through the Manage Members page. Members that are not enabled can not login. Note: This setting does not work with the Phone Number sign up. Members who will sign up with the Phone Number will automatically be enabled."
"Yes, enable members upon signup.";"Yes, enable members upon signup."
"No, do not enable members upon signup.";"No, do not enable members upon signup."

"Yes, make members agree to your terms of service on signup.";"Yes, make members agree to your terms of service on signup."
"No, members will not be shown a terms of service checkbox on signup.";"No, members will not be shown a terms of service checkbox on signup."
"USER_FORM_ADMIN_SIGNUP_TERMS_DESCRIPTION";"Require members to agree to your terms of service?  You can modifying your terms of service by editing the _CORE_TERMS_OF_SERVICE language variable in the application/languages/en/core.csv file."

"USER_FORM_ADMIN_SIGNUP_NOTIFYEMAIL_DESCRIPTION";"Send Admin and email when a new user signs up? If set to YES, admin will be recieve an email with information about new user."

"USER_FORM_ADMIN_SIGNUP_INVITEONLY_DESCRIPTION";"Do you want to turn off public signups and only allow invited members to signup? If yes, you can choose to have either admins and members invite new members, or just admins. If set to yes, an invite code will be required on the signup page.  Note that if you choose to allow only admins to invite new members then the 'Invite Your Friends' signup step will be disabled, even if you have enabled it elsewhere."
"Yes, admins and members must invite new members before they can signup.";"Yes, admins and members must invite new members before they can signup."
"Yes, admins must invite new members before they can signup.";"Yes, admins must invite new members before they can signup."
"No, disable the invite only feature.";"No, disable the invite only feature."

"Empty";"Empty"
"USER_FORM_ADMIN_SIGNUP_CHECKEMAIL_DESCRIPTION";"Should each invite code be bound to each invited email address? If set to NO, anyone with a valid invite code can signup regardless of their email address. If set to YES, anyone with a valid invite code that matches an email address that was invited can signup."
"Yes, check that a member's email address was invited.";"Yes, check that a member's email address was invited."
"No, anyone with an invite code can signup.";"No, anyone with an invite code can signup."
"Terms of Service";"Terms of Service"
"Step %d: Invite Your Friends";"Step %d: Invite Your Friends"
"Invite Friends";"Invite Friends"
"USER_FORM_ADMIN_SIGNUP_FIELDS_ENABLE_DESCRIPTION";"Do you want members to invite their friends during the signup process?  Note that this setting will be ignored if you've chosen to limit invitation privileges to admins only."
"Yes, include the ""Invite Friends"" step during signup.";"Yes, include the ""Invite Friends"" step during signup."
"No, do not include this step.";"No, do not include this step."
"Forgot Password";"Forgot Password"
"USER_FORM_AUTH_FORGOT_DESCRIPTION";"If you cannot login because you have forgotten your password, please enter your email address in the field below."
"USER_FORM_AUTH_FACEBOOK_NOACCOUNT";"Your Facebook login was accepted, but no linked account was found. Would you like to <a href=""%s"">create an account</a>?<br>You may also log in to an existing account below, then link your Facebook account in the <a href=""%2$s"">Settings</a> page."
"Send Email";"Send Email"
"Reset password?";"Reset password?"
"Confirm new password";"Confirm new password"
"Reset Password";"Reset Password"
"Facebook Integration";"Facebook Integration"
"Integrate with my Facebook";"Integrate with my Facebook"

"USER_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"The members of your social network are listed here. If you need to search for a specific member, enter your search criteria in the fields below."
"Are you sure you want to delete the selected user accounts?";"Are you sure you want to delete the selected user accounts?"

"Manage Members";"Manage Members"
"%s member found";"%s member found";"%s members found"
"Are you sure you want to delete the selected user accounts?";"Are you sure you want to delete the selected user accounts?"
"User Level";"User Level"

"Member Settings";"Member Settings"
"Member Signup Process";"Member Signup Process"
"USER_VIEWS_SCRIPTS_ADMINSIGNUP_INDEX_DESCRIPTION";"When new members sign up, they are led through a step-by-step process that helps them create an account and fill out their profile. You can customize most aspects of this sign-up process here. On the left, there is a list of steps that make up the sign-up process. You can change the order of these steps by clicking on the arrows and dragging up or down."

"USER_VIEWS_SCRIPTS_AUTH_FORGOT_DESCRIPTION";"Your code has been successfully validated. Please wait a moment, and you will be redirected to the password reset page."
"Your password has been reset. Click %s to sign-in.";"Your password has been reset. Click %s to sign-in."
"OK, thanks!";"OK, thanks!"
"Your account has been verified.  Please click %s to login, or wait to be redirected.";"Your account has been verified.  Please click %s to login, or wait to be redirected."
"Linking your Facebook account will give you access to use your Facebook account to log in.";"Linking your Facebook account will give you access to use your Facebook account to log in."
"Linking your Facebook account will give you access to use your Facebook account to log in and publish to your Facebook account.";"Linking your Facebook account will give you access to use your Facebook account to log in and publish to your Facebook account."
# widget: core.menu-mini
"Updates";"Updates"
"Admin";"Admin"
"My Profile";"My Profile"
"Messages";"Messages"
"Settings";"Settings"
"Sign Out";"Sign Out"
"Sign In";"Sign In"
"Sign Up";"Sign Up"

"USER_VIEWS_SCRIPTS_ADMINLOGINS_INDEX_DESCRIPTION";"This page contains a list of recent login attempts. Use this page to observe suspicious login attempts to your social network."

# widget: core.menu-footer
"Copyright &copy;%s";"Copyright &copy;%s"
"Privacy";"Privacy"
"Terms of Service";"Terms of Service"
"Contact";"Contact"

# widget: core.statstics
"Network Stats";"Network Stats"

# widget: user.list-online
"%s Members Online";"%s Member Online";"%s Members Online"

# widget: user.list-popular
"Popular Members";"Popular Members"

# widget: user.list-signups
"Newest Members";"Newest Members"

# widget: user.home-links
"View Recent Updates";"View Recent Updates"
"View My Profile";"View My Profile"
"Edit My Profile";"Edit My Profile"
"Browse Members";"Browse Members"

# widget: activity.feed
"What's New";"What's New"

# widgets: (various user profile)
"Info";"Info"

# fields (default)
"Profile Type";"Profile Type"
"Profile Type:";"Profile Type:"
"Regular Member";"Regular Member"
"Personal Information";"Personal Information"
"First Name";"First Name"
"Last Name";"Last Name"
"Gender";"Gender"
"Male";"Male"
"Female";"Female"
"Birthday";"Birthday"
"Birthdate";"Birthdate"
"Contact Information";"Contact Information"
"Website";"Website"
"Facebook";"Facebook"
"X";"X"
"Personal Details";"Personal Details"
"AIM";"AIM"
"About Me";"About Me"
"Interests";"Interests"
"Age";"Age"

# admin (misc)
"Username";"Username"
"Email";"Email"
"Level";"Level"
"Superadmins";"Super Admins"
"Signup Date";"Signup Date"

"Step %d:  Add Your Photo";"Step %d:  Add Your Photo"
"Step %d: Create Profile";"Step %d: Create Profile"
"USER_FORM_ADMIN_SIGNUP_FIELDS_DESCRIPTION";"In the next step of the signup process the member will fill out their profile field information.  Click <a href='%s'>here</a> to edit field settings."

"Yes, include the ""Invite Friends"" step during signup.";"Yes, include the ""Invite Friends"" step during signup."
"_ACTIVITY_ACTIONTYPE_TAGGED";"Tagged"
"_ACTIVITY_ACTIONTYPE_COMMENT_USER";"Comments on your profile"
"ACTIVITY_CATEGORY_TYPE_USER";"General"

"ADMIN_ACTIVITY_TYPE_COMMENT_USER";"When a user (subject) comments on another user's profile."

"You are now friends with this member.";"You are now friends with this member."
"You are now following this member.";"You are now following this member."

"Welcome! A verification message has been sent to your email address with instructions on how to activate your account. Once you have clicked the link provided in the email and we have approved your account, you will be able to sign in.";"Welcome! A verification message has been sent to your email address with instructions on how to activate your account. Once you have clicked the link provided in the email and we have approved your account, you will be able to sign in."
"Welcome! A verification message has been sent to your email address with instructions for activating your account. Once you have activated your account, you will be able to sign in.";"Welcome! A verification message has been sent to your email address with instructions for activating your account. Once you have activated your account, you will be able to sign in."
"Welcome! Once we have approved your account, you will be able to sign in.";"Welcome! Once we have approved your account, you will be able to sign in."

"ITEM_TYPE_USER";"Members"

"Select the city closest to you that shares your same timezone.";"Select the city closest to you that shares your same timezone."
"Display Name";"Display Name"
"login";"login"

"Login or Signup";"Login or Signup"
"Online Users";"Online Users"
"Profile Fields";"Profile Fields"
"Profile Friends";"Profile Friends"
"Profile Info";"Profile Info"
"Profile Mutual Friends";"Profile Mutual Friends"
"Profile Options";"Profile Options"
"Profile Status";"Profile Status"
"Profile Tags";"Profile Tags"
"Quick Links";"Quick Links"
"Recent Signups";"Recent Signups"
"User Photo";"User Photo"
"Save Position";"Save Position"
"Upload Cover Photo";"Upload Cover Photo"
"Choose a cover photo.";"Choose a cover photo."
"Delete Cover Photo?";"Delete Cover Photo?"
"Are you sure you want to delete this cover photo?";"Are you sure you want to delete this cover photo?"
"Reposition";"Reposition"
"Remove Cover Photo";"Remove Cover Photo"
"Choose from Albums";"Choose from Albums"

"Remove from Friends";"Remove from Friends"
"Approve Selected";"Approve Selected"

"Member Home Quick Links Menu";"Member Home Quick Links Menu"
"Member Profile Options Menu";"Member Profile Options Menu"
"Member Edit Profile Navigation Menu";"Member Edit Profile Navigation Menu"
"Member Settings Navigation Menu";"Member Settings Navigation Menu"

"This account still requires either email verification or admin approval.";"This account still requires either email verification or admin approval."
"Click <a href=""%s"">here</a> to resend the email.";"Click <a href=""%s"">here</a> to resend the email."


# notification types
"{item:$subject} has posted on your {item:$object:profile}.";"{item:$subject} has posted on your {item:$object:profile}."
"You and {item:$subject} are now friends.";"You and {item:$subject} are now friends."
"{item:$subject} has requested to be your friend.";"{item:$subject} has requested to be your friend."
"{item:$subject} tagged you in a {item:$object:$label}.";"{item:$subject} tagged you in a {item:$object:$label}."


# mail templates

# user_account_approved
"_EMAIL_USER_ACCOUNT_APPROVED_TITLE";"Member Account Approved"
"_EMAIL_USER_ACCOUNT_APPROVED_DESCRIPTION";"This is the email that gets sent to a member when their account is approved by an admin."
"_EMAIL_USER_ACCOUNT_APPROVED_SUBJECT";"Your account has been approved."
"_EMAIL_USER_ACCOUNT_APPROVED_BODY";"[header]

Your account has been approved by an administrator. Please click the following link to sign in:

http://[host][object_link]

[footer]"

# notify_friend_accepted
"_EMAIL_NOTIFY_FRIEND_ACCEPTED_TITLE";"Friend Approved"
"_EMAIL_NOTIFY_FRIEND_ACCEPTED_DESCRIPTION";"This is the email that gets sent to a member when their friendship request have been approved."
"_EMAIL_NOTIFY_FRIEND_ACCEPTED_SUBJECT";"[sender_title] has approved you as a friend."
"_EMAIL_NOTIFY_FRIEND_ACCEPTED_BODY";"[header]

[sender_title] has approved you as a friend. Please click the following link to sign in:

http://[host][object_link]

[footer]"

# notify_friend_request
"_EMAIL_NOTIFY_FRIEND_REQUEST_TITLE";"Friend Request"
"_EMAIL_NOTIFY_FRIEND_REQUEST_DESCRIPTION";"This is the email that gets sent to a member when they are requested to be a friend by another member."
"_EMAIL_NOTIFY_FRIEND_REQUEST_SUBJECT";"[sender_title] has added you as a friend."
"_EMAIL_NOTIFY_FRIEND_REQUEST_BODY";"[header]

[sender_title] has added you as a friend. Please click the following link to sign in and confirm this friendship request:

http://[host][sender_link]

[footer]"

# notify_post_user
"_EMAIL_NOTIFY_POST_USER_TITLE";"Post on Profile"
"_EMAIL_NOTIFY_POST_USER_DESCRIPTION";"This email is sent to the member when someone has posted something on the member's profile."
"_EMAIL_NOTIFY_POST_USER_SUBJECT";"[sender_title] has posted on your profile"
"_EMAIL_NOTIFY_POST_USER_BODY";"[header]

[sender_title] has posted something on your profile. Please click the following link to view it.

http://[host][object_link]

[footer]"

# notify_tagged
"_EMAIL_NOTIFY_TAGGED_TITLE";"When someone tags you in photos."
"_EMAIL_NOTIFY_TAGGED_DESCRIPTION";"This email is sent to the member when someone tags them."
"_EMAIL_NOTIFY_TAGGED_SUBJECT";"You have Been Tagged"
"_EMAIL_NOTIFY_TAGGED_BODY";"[header]

You have been tagged in a [object_type_name]. Please click the following link to view it:

http://[host][object_link]

[footer]"

"Send Invites";"Send Invites"
"Send a friend request if the user(s) join(s) the network";"Send a friend request if the user(s) join(s) the network"
"Thanks for joining!";"Thanks for joining!"

"Linking your Facebook account will let you login with Facebook";"Linking your Facebook account will let you login with Facebook"
